FID,COUNTYNAME,COUNTYFIPS,COUNTYGNIS,NAME_UCASE,Shape_Leng,Shape_Area,LINKNAME,NAIP2012,NAIP2014,NAIP2016,DOQQ,TOPO,F24KDEM,MOIMG2015,NAIP2018,NAIP2020,NAIP2022,Shape__Area,Shape__Length
101,Newton,145,758527,NEWTON,164585.996403,1621858666.89,Newton,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Newton_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Newton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Newton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Newton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Newton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Newton.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Newton.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Newton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Newton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Newton_NAIP_zip.zip,2542441495.25781,205979.572170013
102,Howell,091,758500,HOWELL,204910.976856,2402739830.73,Howell,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Howell_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Howell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Howell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Howell.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Howell.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Howell.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Howell.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Howell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Howell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Howell_NAIP_zip.zip,3754287367.51172,256219.240915202
103,Stone,209,758557,STONE,165296.684892,1321248206.01,Stone,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Stone_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Stone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Stone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Stone.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Stone.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Stone.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Stone.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Stone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Stone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Stone_NAIP_zip.zip,2063844751.60547,206747.545809425
104,Butler,023,758466,BUTLER,234336.373569,1811841133.77,Butler,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Butler_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Butler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Butler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Butler.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Butler.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Butler.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Butler.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Butler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Butler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Butler_NAIP_zip.zip,2823901185.70313,292569.828113164
105,Barry,009,758459,BARRY,183274.836704,2046567110.75,Barry,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Barry_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Barry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Barry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Barry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Barry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Barry.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Barry.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Barry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Barry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Barry_NAIP_zip.zip,3192579149.98047,228939.696751737
106,New Madrid,143,758526,NEW MADRID,267415.922598,1807228869.96,NewMadrid,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_NewMadrid_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_NewMadrid_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_NewMadrid_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/NewMadrid.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/NewMadrid.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/NewMadrid.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/NewMadrid.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_NewMadrid_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_NewMadrid_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_NewMadrid_NAIP_zip.zip,2805336647.49609,333190.145444777
107,Oregon,149,758529,OREGON,185212.145473,2049509103.04,Oregon,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Oregon_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Oregon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Oregon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Oregon.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Oregon.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Oregon.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Oregon.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Oregon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Oregon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Oregon_NAIP_zip.zip,3195006879.03516,231188.358055253
108,Ripley,181,758545,RIPLEY,169543.674977,1635966708.31,Ripley,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Ripley_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Ripley_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Ripley_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Ripley.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Ripley.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Ripley.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Ripley.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Ripley_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Ripley_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Ripley_NAIP_zip.zip,2546643574.32813,211550.738150809
109,Taney,213,758559,TANEY,166449.366771,1686454370.38,Taney,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Taney_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Taney_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Taney_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Taney.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Taney.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Taney.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Taney.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Taney_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Taney_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Taney_NAIP_zip.zip,2627530641.90234,207688.84228356
110,Ozark,153,758531,OZARK,183620.736335,1954794339.1,Ozark,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Ozark_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Ozark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Ozark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Ozark.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Ozark.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Ozark.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Ozark.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Ozark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Ozark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Ozark_NAIP_zip.zip,3044992324.91797,229039.515667826
111,McDonald,119,758518,MCDONALD,155042.22719,1396928276.85,McDonald,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_McDonald_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_McDonald_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_McDonald_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/McDonald.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/McDonald.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/McDonald.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/McDonald.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_McDonald_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_McDonald_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_McDonald_NAIP_zip.zip,2174201052.92188,193317.178537204
112,Dunklin,069,758489,DUNKLIN,274321.909785,1418414208.35,Dunklin,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Dunklin_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Dunklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Dunklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Dunklin.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Dunklin.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Dunklin.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Dunklin.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Dunklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Dunklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Dunklin_NAIP_zip.zip,2184764968.11328,340680.070978832
113,Pemiscot,155,758532,PEMISCOT,189371.242116,1320521909.86,Pemiscot,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Pemiscot_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Pemiscot_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Pemiscot_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Pemiscot.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Pemiscot.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Pemiscot.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Pemiscot.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Pemiscot_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Pemiscot_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Pemiscot_NAIP_zip.zip,2030144122.54297,234820.349908669
114,Marion,127,758517,MARION,152128.2908,1150654248.2,Marion,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Marion_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Marion_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Marion_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Marion.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Marion.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Marion.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Marion.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Marion_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Marion_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Marion_NAIP_zip.zip,1952981112.76953,198066.350821067
115,Monroe,137,758523,MONROE,172147.851355,1734313100.12,Monroe,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Monroe_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Monroe_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Monroe_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Monroe.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Monroe.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Monroe.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Monroe.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Monroe_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Monroe_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Monroe_NAIP_zip.zip,2918059231,223205.02654527
