FID,COUNTYNAME,COUNTYFIPS,COUNTYGNIS,NAME_UCASE,Shape_Leng,Shape_Area,LINKNAME,NAIP2012,NAIP2014,NAIP2016,DOQQ,TOPO,F24KDEM,MOIMG2015,NAIP2018,NAIP2020,NAIP2022,Shape__Area,Shape__Length
24,Buchanan,021,758465,BUCHANAN,161286.732525,1074849196.49,Buchanan,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Buchanan_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Buchanan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Buchanan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Buchanan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Buchanan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Buchanan.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Buchanan.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Buchanan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Buchanan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Buchanan_NAIP_zip.zip,1816244724.03906,209601.861171062
25,Caldwell,025,758467,CALDWELL,134847.866067,1112011507.05,Caldwell,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Caldwell_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Caldwell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Caldwell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Caldwell.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Caldwell.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Caldwell.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Caldwell.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Caldwell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Caldwell_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Caldwell_NAIP_zip.zip,1879602788.09375,175268.023906212
26,Clinton,049,758479,CLINTON,132334.888515,1096549341.49,Clinton,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Clinton_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Clinton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Clinton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Clinton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Clinton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Clinton.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Clinton.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Clinton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Clinton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Clinton_NAIP_zip.zip,1850265711.36328,171893.581877908
27,Chariton,041,758475,CHARITON,232822.557098,1985146726.15,Chariton,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Chariton_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Chariton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Chariton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Chariton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Chariton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Chariton.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Chariton.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Chariton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Chariton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Chariton_NAIP_zip.zip,3342534415.76172,302059.246636822
28,Ralls,173,758541,RALLS,159363.675257,1251371924.16,Ralls,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Ralls_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Ralls_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Ralls_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Ralls.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Ralls.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Ralls.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Ralls.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Ralls_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Ralls_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Ralls_NAIP_zip.zip,2106951703.05859,206730.907071655
29,Carroll,033,758471,CARROLL,244814.32421,1815468589.2,Carroll,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Carroll_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Carroll_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Carroll_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Carroll.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Carroll.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Carroll.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Carroll.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Carroll_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Carroll_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Carroll_NAIP_zip.zip,3049025806.41406,317200.809708482
30,Pike,163,758536,PIKE,195251.902074,1780138268.08,Pike,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Pike_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Pike_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Pike_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Pike.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Pike.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Pike.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Pike.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Pike_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Pike_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Pike_NAIP_zip.zip,2981019108.58594,252562.142049213
31,Randolph,175,758542,RANDOLPH,141312.956978,1262468942.4,Randolph,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Randolph_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Randolph_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Randolph_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Randolph.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Randolph.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Randolph.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Randolph.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Randolph_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Randolph_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Randolph_NAIP_zip.zip,2121082284.53125,183191.377036135
32,Ray,177,758543,RAY,176432.629053,1486067064.04,Ray,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Ray_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Ray_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Ray_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Ray.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Ray.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Ray.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Ray.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Ray_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Ray_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Ray_NAIP_zip.zip,2490189914.39063,228361.471514882
33,Platte,165,758537,PLATTE,162230.220159,1105770359.34,Platte,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Platte_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Platte_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Platte_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Platte.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Platte.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Platte.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Platte.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Platte_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Platte_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Platte_NAIP_zip.zip,1853668860.35156,210034.892969614
34,Clay,047,758478,CLAY,151974.427036,1058051583.56,Clay,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Clay_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Clay_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Clay_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Clay.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Clay.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Clay.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Clay.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Clay_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Clay_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Clay_NAIP_zip.zip,1770525747.28516,196609.212088352
35,Audrain,007,758458,AUDRAIN,215692.841896,1803528538.32,Audrain,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Audrain_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Audrain_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Audrain_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Audrain.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Audrain.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Audrain.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Audrain.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Audrain_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Audrain_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Audrain_NAIP_zip.zip,3010259213.79688,278437.567370157
36,Saline,195,758550,SALINE,217275.86853,1984799150.31,Saline,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Saline_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Saline_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Saline_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Saline.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Saline.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Saline.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Saline.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Saline_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Saline_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Saline_NAIP_zip.zip,3306265556.53906,280529.615373332
37,Howard,089,758499,HOWARD,146537.14913,1219903207.28,Howard,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Howard_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Howard_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Howard_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Howard.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Howard.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Howard.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Howard.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Howard_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Howard_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Howard_NAIP_zip.zip,2032404527.03516,189105.946191028
38,Boone,019,758464,BOONE,223300.349683,1788300953.58,Boone,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Boone_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Boone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Boone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Boone.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Boone.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Boone.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Boone.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Boone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Boone_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Boone_NAIP_zip.zip,2966509551.09766,287522.790024423
39,Lincoln,113,758511,LINCOLN,199880.171937,1659094184.03,Lincoln,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Lincoln_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Lincoln_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Lincoln_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Lincoln.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Lincoln.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Lincoln.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Lincoln.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Lincoln_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Lincoln_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Lincoln_NAIP_zip.zip,2755478726.90625,257467.212717586
40,Lafayette,107,758508,LAFAYETTE,208575.647396,1652865527.1,Lafayette,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Lafayette_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Lafayette_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Lafayette_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Lafayette.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Lafayette.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Lafayette.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Lafayette.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Lafayette_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Lafayette_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Lafayette_NAIP_zip.zip,2747515756.18359,268985.258741245
41,Jackson,095,758502,JACKSON,174882.694973,1594822214.77,Jackson,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Jackson_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Jackson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Jackson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Jackson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Jackson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Jackson.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Jackson.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Jackson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Jackson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Jackson_NAIP_zip.zip,2646211718.99609,225356.067432725
42,Montgomery,139,758524,MONTGOMERY,165877.150034,1399964516.94,Montgomery,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Montgomery_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Montgomery_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Montgomery_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Montgomery.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Montgomery.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Montgomery.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Montgomery.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Montgomery_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Montgomery_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Montgomery_NAIP_zip.zip,2318317110.84375,213522.972478771
43,Callaway,027,758468,CALLAWAY,222627.54087,2193174622.18,Callaway,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Callaway_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Callaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Callaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Callaway.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Callaway.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Callaway.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Callaway.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Callaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Callaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Callaway_NAIP_zip.zip,3621917737.68359,286073.318642771
44,Warren,219,758562,WARREN,170081.832,1133370402.97,Warren,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Warren_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Warren_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Warren_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Warren.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Warren.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Warren.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Warren.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Warren_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Warren_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Warren_NAIP_zip.zip,1867230693.58594,218396.4360285
45,Cooper,053,758481,COOPER,159185.565919,1472666259.06,Cooper,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Cooper_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Cooper_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Cooper_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Cooper.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Cooper.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Cooper.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Cooper.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Cooper_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Cooper_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Cooper_NAIP_zip.zip,2433073954.82422,204618.931716248
46,St Charles,183,758546,ST CHARLES,260793.102595,1536953085.81,StCharles,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_StCharles_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_StCharles_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_StCharles_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/StCharles.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/StCharles.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/StCharles.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/StCharles.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_StCharles_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_StCharles_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_StCharles_NAIP_zip.zip,2532357193.63281,334840.468748294
